Item ID,PageType,LeafNum,PgNum
Softline_1984_03_04,Normal,37,None
Softline_1984_03_04,Normal,38,None
Softline_1984_03_04,Normal,39,None
Softline_1984_03_04,Normal,40,None
Softline_1984_03_04,Normal,41,None
Softline_1984_03_04,Normal,42,None
Softline_1984_03_04,Normal,43,None
Softline_1984_03_04,Normal,44,None
Softline_1984_03_04,Normal,45,None
Softline_1984_03_04,Normal,46,None
Softline_1984_03_04,Normal,47,None
Softline_1984_03_04,Normal,48,None
Softline_1984_03_04,Normal,49,None
Softline_1984_03_04,Normal,50,None
Softline_1984_03_04,Normal,51,None
Softline_1984_03_04,Normal,52,None
Softline_1984_03_04,Normal,53,None
Softline_1984_03_04,Normal,54,None
Softline_1984_03_04,Normal,55,None
Softline_1984_03_04,Normal,56,None
Softline_1984_03_04,Normal,57,None
Softline_1984_03_04,Normal,58,None
Softline_1984_03_04,Normal,59,None
Softline_1984_03_04,Normal,60,None
Softline_1984_03_04,Normal,61,None
Softline_1984_03_04,Normal,62,None
Softline_1984_03_04,Normal,63,None
